dim0,dim1,dim2,dim3,dim4,dim5,dim6,y
608.0,-62.98400000000003,-14.150000000000013,-68.15599999999998,85.08600000000001,-66.92800000000004,-57.090000000000046,3.0
578.0,-22.98400000000003,-34.15000000000001,-8.155999999999977,-14.913999999999994,-56.92800000000004,-47.090000000000046,3.0
638.0,-2.98400000000003,-54.15000000000001,-58.15599999999998,-34.913999999999994,-36.92800000000004,-7.090000000000046,3.0
578.0,-22.98400000000003,25.849999999999987,-48.15599999999998,-24.913999999999994,-106.92800000000004,-67.09000000000005,3.0
608.0,-92.98400000000004,15.849999999999987,-18.155999999999977,-94.91399999999999,-36.92800000000004,-107.09000000000005,3.0
598.0,-22.98400000000003,-134.15,-58.15599999999998,-94.91399999999999,-86.92800000000004,-107.09000000000005,3.0
598.0,-12.98400000000003,-104.15,-38.15599999999998,-64.91399999999999,-86.92800000000004,-77.09000000000005,3.0
598.0,-22.98400000000003,-104.15,-38.15599999999998,-64.91399999999999,-106.92800000000004,-57.090000000000046,3.0
598.0,-22.98400000000003,-104.15,-38.15599999999998,-64.91399999999999,-106.92800000000004,-87.09000000000005,3.0
598.0,-22.98400000000003,-114.15,-38.15599999999998,-54.913999999999994,-96.92800000000004,-97.09000000000005,3.0
598.0,-32.98400000000003,-114.15,-48.15599999999998,-64.91399999999999,-106.92800000000004,-167.09000000000003,3.0
598.0,-42.98400000000003,-134.15,-48.15599999999998,-54.913999999999994,-86.92800000000004,-77.09000000000005,3.0
598.0,-32.98400000000003,-104.15,-38.15599999999998,-64.91399999999999,-86.92800000000004,-107.09000000000005,3.0
598.0,-32.98400000000003,-114.15,-38.15599999999998,-54.913999999999994,-96.92800000000004,-97.09000000000005,3.0
598.0,-72.98400000000004,-104.15,-58.15599999999998,-74.91399999999999,-76.92800000000004,-67.09000000000005,3.0
588.0,-42.98400000000003,-84.15,-48.15599999999998,-194.914,-96.92800000000004,-97.09000000000005,3.0
598.0,-32.98400000000003,-114.15,-48.15599999999998,-64.91399999999999,-86.92800000000004,-97.09000000000005,3.0
608.0,-22.98400000000003,-124.15,-48.15599999999998,-74.91399999999999,-76.92800000000004,-107.09000000000005,3.0
598.0,-22.98400000000003,-104.15,-28.155999999999977,-104.91399999999999,-96.92800000000004,-87.09000000000005,3.0
598.0,-22.98400000000003,-94.15,-48.15599999999998,-104.91399999999999,-86.92800000000004,-97.09000000000005,3.0
598.0,-12.98400000000003,-84.15,-38.15599999999998,-104.91399999999999,-86.92800000000004,-97.09000000000005,3.0
598.0,-12.98400000000003,-94.15,-38.15599999999998,-84.91399999999999,-96.92800000000004,-97.09000000000005,3.0
598.0,-62.98400000000003,-94.15,-38.15599999999998,-94.91399999999999,-86.92800000000004,-97.09000000000005,3.0
598.0,-22.98400000000003,-94.15,-38.15599999999998,-104.91399999999999,-96.92800000000004,-67.09000000000005,3.0
608.0,-12.98400000000003,-104.15,-38.15599999999998,-94.91399999999999,-86.92800000000004,-87.09000000000005,3.0
598.0,-2.98400000000003,-94.15,-38.15599999999998,-94.91399999999999,-96.92800000000004,-87.09000000000005,3.0
598.0,-2.98400000000003,-94.15,-38.15599999999998,-84.91399999999999,-76.92800000000004,-87.09000000000005,3.0
598.0,-2.98400000000003,-134.15,-38.15599999999998,-104.91399999999999,-66.92800000000004,-87.09000000000005,3.0
598.0,-12.98400000000003,-94.15,-38.15599999999998,-94.91399999999999,-86.92800000000004,-97.09000000000005,3.0
598.0,-12.98400000000003,-114.15,-38.15599999999998,-84.91399999999999,-86.92800000000004,-137.09000000000003,3.0
598.0,-32.98400000000003,-104.15,-48.15599999999998,-84.91399999999999,-66.92800000000004,-77.09000000000005,3.0
598.0,-32.98400000000003,-114.15,-68.15599999999998,-104.91399999999999,-96.92800000000004,-67.09000000000005,3.0
608.0,-22.98400000000003,-114.15,-48.15599999999998,-74.91399999999999,-76.92800000000004,-97.09000000000005,3.0
608.0,-2.98400000000003,-84.15,-48.15599999999998,-84.91399999999999,-76.92800000000004,-107.09000000000005,3.0
598.0,-22.98400000000003,-114.15,-48.15599999999998,-94.91399999999999,-126.92800000000004,-107.09000000000005,3.0
598.0,-22.98400000000003,-94.15,-38.15599999999998,-74.91399999999999,-96.92800000000004,-87.09000000000005,3.0
618.0,-22.98400000000003,-104.15,-48.15599999999998,-74.91399999999999,-126.92800000000004,-67.09000000000005,3.0
618.0,-12.98400000000003,-104.15,-18.155999999999977,-54.913999999999994,-96.92800000000004,-77.09000000000005,3.0
618.0,-2.98400000000003,-124.15,-48.15599999999998,-64.91399999999999,-86.92800000000004,-97.09000000000005,3.0
588.0,-2.98400000000003,-114.15,-48.15599999999998,-54.913999999999994,-106.92800000000004,-77.09000000000005,3.0
598.0,-12.98400000000003,-104.15,-28.155999999999977,-64.91399999999999,-166.92800000000005,-57.090000000000046,3.0
608.0,-12.98400000000003,-104.15,-28.155999999999977,-54.913999999999994,-96.92800000000004,-97.09000000000005,3.0
598.0,-12.98400000000003,-104.15,-28.155999999999977,-54.913999999999994,-96.92800000000004,-77.09000000000005,3.0
598.0,-2.98400000000003,-114.15,-38.15599999999998,-64.91399999999999,-86.92800000000004,-67.09000000000005,3.0
598.0,-12.98400000000003,-114.15,-38.15599999999998,-74.91399999999999,-86.92800000000004,-77.09000000000005,3.0
598.0,-2.98400000000003,-114.15,-58.15599999999998,-64.91399999999999,-66.92800000000004,-77.09000000000005,3.0
598.0,-12.98400000000003,-84.15,-48.15599999999998,-54.913999999999994,-86.92800000000004,-77.09000000000005,3.0
598.0,-12.98400000000003,-114.15,-38.15599999999998,-64.91399999999999,-106.92800000000004,-77.09000000000005,3.0
598.0,-12.98400000000003,-104.15,-58.15599999999998,-54.913999999999994,-76.92800000000004,-77.09000000000005,3.0
598.0,-2.98400000000003,-114.15,-48.15599999999998,-44.913999999999994,-126.92800000000004,-77.09000000000005,3.0
598.0,-12.98400000000003,-114.15,-48.15599999999998,-44.913999999999994,-86.92800000000004,-97.09000000000005,3.0
598.0,-32.98400000000003,-94.15,-48.15599999999998,-64.91399999999999,-86.92800000000004,-87.09000000000005,3.0
598.0,-22.98400000000003,-114.15,-28.155999999999977,-54.913999999999994,-76.92800000000004,-97.09000000000005,3.0
598.0,-22.98400000000003,-114.15,-48.15599999999998,-44.913999999999994,-76.92800000000004,-97.09000000000005,3.0
588.0,-32.98400000000003,-134.15,-38.15599999999998,-84.91399999999999,-76.92800000000004,-77.09000000000005,3.0
618.0,-22.98400000000003,-104.15,-68.15599999999998,-74.91399999999999,-136.92800000000005,-67.09000000000005,3.0
628.0,-12.98400000000003,25.849999999999987,-38.15599999999998,-24.913999999999994,-46.92800000000004,-107.09000000000005,3.0
638.0,-22.98400000000003,-4.150000000000013,-38.15599999999998,-84.91399999999999,-96.92800000000004,-57.090000000000046,3.0
628.0,-82.98400000000004,-24.150000000000013,-48.15599999999998,-64.91399999999999,-66.92800000000004,-67.09000000000005,3.0
558.0,-82.98400000000004,-64.15,-38.15599999999998,-64.91399999999999,-96.92800000000004,-157.09000000000003,3.0
618.0,-112.98400000000004,-74.15,-38.15599999999998,-74.91399999999999,-86.92800000000004,-107.09000000000005,3.0
608.0,-112.98400000000004,-64.15,-58.15599999999998,-84.91399999999999,-66.92800000000004,-97.09000000000005,3.0
618.0,-72.98400000000004,-54.15000000000001,-48.15599999999998,-84.91399999999999,-66.92800000000004,-107.09000000000005,3.0
618.0,-102.98400000000004,-34.15000000000001,-58.15599999999998,-94.91399999999999,-66.92800000000004,-97.09000000000005,3.0
618.0,-112.98400000000004,-104.15,-48.15599999999998,-84.91399999999999,-76.92800000000004,-77.09000000000005,3.0
608.0,-42.98400000000003,-64.15,-58.15599999999998,-84.91399999999999,-66.92800000000004,-107.09000000000005,3.0
638.0,-62.98400000000003,-14.150000000000013,11.844000000000023,-44.913999999999994,-26.92800000000004,-7.090000000000046,3.0
608.0,-52.98400000000003,-94.15,11.844000000000023,-44.913999999999994,3.07199999999996,-7.090000000000046,3.0
558.0,-42.98400000000003,-44.15000000000001,1.8440000000000225,-54.913999999999994,-66.92800000000004,-7.090000000000046,3.0
608.0,-52.98400000000003,-74.15,-38.15599999999998,-74.91399999999999,-26.92800000000004,-57.090000000000046,3.0
598.0,-92.98400000000004,-64.15,-48.15599999999998,-64.91399999999999,-86.92800000000004,-77.09000000000005,3.0
618.0,-52.98400000000003,-114.15,-38.15599999999998,-34.913999999999994,-66.92800000000004,-57.090000000000046,3.0
598.0,-72.98400000000004,-74.15,-28.155999999999977,-104.91399999999999,-66.92800000000004,-77.09000000000005,3.0
598.0,-92.98400000000004,-64.15,-38.15599999999998,-84.91399999999999,-86.92800000000004,-87.09000000000005,3.0
598.0,-62.98400000000003,-74.15,-48.15599999999998,-44.913999999999994,-66.92800000000004,-57.090000000000046,3.0
608.0,-62.98400000000003,-104.15,-58.15599999999998,-74.91399999999999,-66.92800000000004,-67.09000000000005,3.0
608.0,-92.98400000000004,-104.15,-48.15599999999998,-54.913999999999994,-76.92800000000004,-47.090000000000046,3.0
618.0,-72.98400000000004,-84.15,-28.155999999999977,-114.91399999999999,-56.92800000000004,-87.09000000000005,3.0
638.0,-62.98400000000003,-24.150000000000013,-48.15599999999998,-104.91399999999999,-56.92800000000004,-57.090000000000046,3.0
668.0,-112.98400000000004,-24.150000000000013,-48.15599999999998,-64.91399999999999,-16.92800000000004,-17.090000000000046,3.0
648.0,-72.98400000000004,-44.15000000000001,-58.15599999999998,-84.91399999999999,-46.92800000000004,-37.090000000000046,3.0
638.0,-32.98400000000003,-54.15000000000001,-68.15599999999998,-114.91399999999999,-66.92800000000004,-87.09000000000005,3.0
608.0,-52.98400000000003,-54.15000000000001,-108.15599999999998,-94.91399999999999,-76.92800000000004,-67.09000000000005,3.0
608.0,-32.98400000000003,-34.15000000000001,-48.15599999999998,-34.913999999999994,-76.92800000000004,-127.09000000000005,3.0
638.0,17.01599999999997,-34.15000000000001,-68.15599999999998,-104.91399999999999,-76.92800000000004,-127.09000000000005,3.0
598.0,-72.98400000000004,-44.15000000000001,-38.15599999999998,-54.913999999999994,-106.92800000000004,-17.090000000000046,3.0
548.0,-52.98400000000003,-64.15,-188.15599999999998,-84.91399999999999,-106.92800000000004,-17.090000000000046,3.0
568.0,-122.98400000000004,-34.15000000000001,-108.15599999999998,-24.913999999999994,-146.92800000000005,-17.090000000000046,3.0
548.0,-72.98400000000004,-74.15,-88.15599999999998,-24.913999999999994,-96.92800000000004,-127.09000000000005,3.0
548.0,-92.98400000000004,-54.15000000000001,-68.15599999999998,-64.91399999999999,-96.92800000000004,-127.09000000000005,3.0
558.0,-62.98400000000003,-74.15,-48.15599999999998,-44.913999999999994,-96.92800000000004,-97.09000000000005,3.0
578.0,-82.98400000000004,-84.15,-78.15599999999998,-24.913999999999994,-96.92800000000004,-27.090000000000046,3.0
558.0,-72.98400000000004,-64.15,-88.15599999999998,-74.91399999999999,-96.92800000000004,-147.09000000000003,3.0
548.0,-82.98400000000004,-44.15000000000001,-98.15599999999998,-54.913999999999994,-126.92800000000004,-67.09000000000005,3.0
528.0,-72.98400000000004,-94.15,-88.15599999999998,-74.91399999999999,-126.92800000000004,-87.09000000000005,3.0
578.0,-52.98400000000003,-84.15,-138.15599999999998,-84.91399999999999,-56.92800000000004,-107.09000000000005,3.0
578.0,-112.98400000000004,-44.15000000000001,-88.15599999999998,-64.91399999999999,-56.92800000000004,-107.09000000000005,3.0
588.0,-102.98400000000004,-54.15000000000001,-88.15599999999998,-84.91399999999999,-86.92800000000004,-87.09000000000005,3.0
568.0,-132.98400000000004,-64.15,-148.15599999999998,-34.913999999999994,-86.92800000000004,-87.09000000000005,3.0
548.0,-72.98400000000004,-74.15,-108.15599999999998,-34.913999999999994,-136.92800000000005,-87.09000000000005,3.0
558.0,-42.98400000000003,-74.15,-98.15599999999998,-74.91399999999999,-136.92800000000005,-107.09000000000005,3.0
558.0,-72.98400000000004,-114.15,-148.15599999999998,-54.913999999999994,-136.92800000000005,-87.09000000000005,3.0
488.0,-92.98400000000004,-104.15,-88.15599999999998,-14.913999999999994,-96.92800000000004,-167.09000000000003,3.0
538.0,-122.98400000000004,-34.15000000000001,-118.15599999999998,-4.913999999999994,-96.92800000000004,-157.09000000000003,3.0
558.0,-92.98400000000004,-74.15,-148.15599999999998,-14.913999999999994,-76.92800000000004,-97.09000000000005,3.0
578.0,-112.98400000000004,-64.15,-128.15599999999998,-4.913999999999994,-96.92800000000004,-97.09000000000005,3.0
568.0,-112.98400000000004,-54.15000000000001,-128.15599999999998,-34.913999999999994,-96.92800000000004,-97.09000000000005,3.0
558.0,-72.98400000000004,-74.15,-78.15599999999998,-34.913999999999994,-66.92800000000004,-137.09000000000003,3.0
568.0,-52.98400000000003,-74.15,-98.15599999999998,-54.913999999999994,-96.92800000000004,-147.09000000000003,3.0
548.0,-92.98400000000004,-64.15,-98.15599999999998,-54.913999999999994,-96.92800000000004,-67.09000000000005,3.0
578.0,-102.98400000000004,-74.15,-58.15599999999998,-74.91399999999999,-86.92800000000004,-87.09000000000005,3.0
588.0,-112.98400000000004,-124.15,-78.15599999999998,-44.913999999999994,-56.92800000000004,-67.09000000000005,3.0
558.0,-72.98400000000004,-114.15,-68.15599999999998,-64.91399999999999,-106.92800000000004,-57.090000000000046,3.0
558.0,-82.98400000000004,-44.15000000000001,-78.15599999999998,-34.913999999999994,-126.92800000000004,-67.09000000000005,3.0
548.0,-42.98400000000003,-104.15,-108.15599999999998,-74.91399999999999,-96.92800000000004,-67.09000000000005,3.0
558.0,-92.98400000000004,-54.15000000000001,-168.15599999999998,-104.91399999999999,-176.92800000000005,-137.09000000000003,3.0
578.0,-72.98400000000004,-74.15,-98.15599999999998,-54.913999999999994,-86.92800000000004,-127.09000000000005,3.0
578.0,-62.98400000000003,-34.15000000000001,-48.15599999999998,-74.91399999999999,-126.92800000000004,-67.09000000000005,3.0
578.0,-52.98400000000003,5.849999999999987,1.8440000000000225,-114.91399999999999,-66.92800000000004,-67.09000000000005,3.0
578.0,-112.98400000000004,-34.15000000000001,-28.155999999999977,-94.91399999999999,-156.92800000000005,-67.09000000000005,3.0
528.0,-92.98400000000004,-64.15,-78.15599999999998,-144.914,-96.92800000000004,-87.09000000000005,3.0
578.0,-112.98400000000004,-54.15000000000001,-68.15599999999998,-94.91399999999999,-66.92800000000004,-127.09000000000005,3.0
548.0,-102.98400000000004,-74.15,-48.15599999999998,-34.913999999999994,-106.92800000000004,-107.09000000000005,3.0
538.0,-112.98400000000004,-104.15,-118.15599999999998,-54.913999999999994,-106.92800000000004,-127.09000000000005,3.0
548.0,-162.98400000000004,-124.15,-148.15599999999998,-54.913999999999994,-106.92800000000004,-147.09000000000003,3.0
558.0,-82.98400000000004,-114.15,-58.15599999999998,-74.91399999999999,-106.92800000000004,-147.09000000000003,3.0
558.0,-72.98400000000004,-144.15,-138.15599999999998,-44.913999999999994,-146.92800000000005,-147.09000000000003,3.0
548.0,-52.98400000000003,-94.15,-68.15599999999998,-44.913999999999994,-146.92800000000005,-67.09000000000005,3.0
598.0,-122.98400000000004,-84.15,-68.15599999999998,-14.913999999999994,-86.92800000000004,-127.09000000000005,3.0
548.0,-82.98400000000004,-34.15000000000001,-88.15599999999998,-44.913999999999994,-136.92800000000005,-127.09000000000005,3.0
528.0,-42.98400000000003,-74.15,-158.15599999999998,-34.913999999999994,-136.92800000000005,-127.09000000000005,3.0
528.0,-62.98400000000003,-104.15,-78.15599999999998,-54.913999999999994,-106.92800000000004,-127.09000000000005,3.0
528.0,-42.98400000000003,-84.15,-88.15599999999998,-24.913999999999994,-106.92800000000004,-77.09000000000005,3.0
518.0,-52.98400000000003,-104.15,-88.15599999999998,-54.913999999999994,-96.92800000000004,-87.09000000000005,3.0
528.0,-62.98400000000003,-104.15,-108.15599999999998,-44.913999999999994,-106.92800000000004,-87.09000000000005,3.0
528.0,-62.98400000000003,-94.15,-118.15599999999998,-34.913999999999994,-86.92800000000004,-87.09000000000005,3.0
528.0,-72.98400000000004,-104.15,-88.15599999999998,-44.913999999999994,-106.92800000000004,-87.09000000000005,3.0
528.0,-72.98400000000004,-94.15,-98.15599999999998,-34.913999999999994,-126.92800000000004,-87.09000000000005,3.0
518.0,-72.98400000000004,-94.15,-98.15599999999998,-44.913999999999994,-96.92800000000004,-87.09000000000005,3.0
508.0,-72.98400000000004,-84.15,-88.15599999999998,-64.91399999999999,-106.92800000000004,-87.09000000000005,3.0
518.0,-62.98400000000003,-94.15,-88.15599999999998,-44.913999999999994,-126.92800000000004,-107.09000000000005,3.0
538.0,-62.98400000000003,-84.15,-78.15599999999998,-44.913999999999994,-136.92800000000005,-107.09000000000005,3.0
548.0,-52.98400000000003,-94.15,-108.15599999999998,-44.913999999999994,-96.92800000000004,-97.09000000000005,3.0
518.0,-62.98400000000003,-64.15,-88.15599999999998,-64.91399999999999,-106.92800000000004,-67.09000000000005,3.0
538.0,-72.98400000000004,-94.15,-88.15599999999998,-54.913999999999994,-136.92800000000005,-67.09000000000005,3.0
538.0,-72.98400000000004,-104.15,-78.15599999999998,-34.913999999999994,-136.92800000000005,-67.09000000000005,3.0
538.0,-72.98400000000004,-84.15,-148.15599999999998,-54.913999999999994,-96.92800000000004,-67.09000000000005,3.0
528.0,-72.98400000000004,-94.15,-98.15599999999998,-64.91399999999999,-96.92800000000004,-97.09000000000005,3.0
528.0,-92.98400000000004,-14.150000000000013,-118.15599999999998,-64.91399999999999,-156.92800000000005,-97.09000000000005,3.0
528.0,-92.98400000000004,5.849999999999987,-118.15599999999998,-74.91399999999999,-146.92800000000005,-137.09000000000003,3.0
498.0,-82.98400000000004,-4.150000000000013,-108.15599999999998,-34.913999999999994,-166.92800000000005,-147.09000000000003,3.0
538.0,-72.98400000000004,5.849999999999987,-138.15599999999998,-34.913999999999994,-126.92800000000004,-157.09000000000003,3.0
548.0,-92.98400000000004,-4.150000000000013,-98.15599999999998,-34.913999999999994,-126.92800000000004,-127.09000000000005,3.0
558.0,-92.98400000000004,5.849999999999987,-98.15599999999998,-24.913999999999994,-106.92800000000004,-137.09000000000003,3.0
558.0,-82.98400000000004,-4.150000000000013,-108.15599999999998,-44.913999999999994,-146.92800000000005,-147.09000000000003,3.0
558.0,-82.98400000000004,-14.150000000000013,-108.15599999999998,-34.913999999999994,-146.92800000000005,-137.09000000000003,3.0
548.0,-92.98400000000004,5.849999999999987,-98.15599999999998,-64.91399999999999,-146.92800000000005,-137.09000000000003,3.0
548.0,-82.98400000000004,5.849999999999987,-98.15599999999998,-64.91399999999999,-136.92800000000005,-137.09000000000003,3.0
548.0,-102.98400000000004,5.849999999999987,-108.15599999999998,-74.91399999999999,-136.92800000000005,-137.09000000000003,3.0
548.0,-102.98400000000004,15.849999999999987,-108.15599999999998,-74.91399999999999,-126.92800000000004,-137.09000000000003,3.0
538.0,-72.98400000000004,5.849999999999987,-108.15599999999998,-24.913999999999994,-136.92800000000005,-137.09000000000003,3.0
548.0,-82.98400000000004,5.849999999999987,-108.15599999999998,-34.913999999999994,-106.92800000000004,-147.09000000000003,3.0
528.0,-82.98400000000004,-14.150000000000013,-128.15599999999998,-24.913999999999994,-96.92800000000004,-127.09000000000005,3.0
518.0,-142.98400000000004,-14.150000000000013,-88.15599999999998,-54.913999999999994,-96.92800000000004,-127.09000000000005,3.0
578.0,-102.98400000000004,-44.15000000000001,-78.15599999999998,-4.913999999999994,-96.92800000000004,-127.09000000000005,3.0
548.0,-62.98400000000003,-54.15000000000001,-98.15599999999998,-44.913999999999994,-126.92800000000004,-157.09000000000003,3.0
558.0,-62.98400000000003,-94.15,-48.15599999999998,-74.91399999999999,-76.92800000000004,-197.09000000000003,3.0
548.0,-72.98400000000004,-74.15,-58.15599999999998,-54.913999999999994,-76.92800000000004,-197.09000000000003,3.0
548.0,-42.98400000000003,-94.15,-38.15599999999998,-74.91399999999999,-96.92800000000004,-197.09000000000003,3.0
578.0,-72.98400000000004,-84.15,-98.15599999999998,-74.91399999999999,-106.92800000000004,-97.09000000000005,3.0
538.0,-62.98400000000003,-34.15000000000001,-58.15599999999998,5.086000000000006,-96.92800000000004,-127.09000000000005,3.0
548.0,-82.98400000000004,-54.15000000000001,-38.15599999999998,45.086000000000006,-96.92800000000004,-87.09000000000005,3.0
608.0,-72.98400000000004,-44.15000000000001,-48.15599999999998,-24.913999999999994,-56.92800000000004,-77.09000000000005,3.0
588.0,-32.98400000000003,-44.15000000000001,-108.15599999999998,55.086000000000006,-76.92800000000004,-77.09000000000005,3.0
578.0,-62.98400000000003,15.849999999999987,-58.15599999999998,-44.913999999999994,-126.92800000000004,-77.09000000000005,3.0
578.0,-12.98400000000003,-34.15000000000001,-38.15599999999998,-114.91399999999999,-126.92800000000004,-107.09000000000005,3.0
538.0,-22.98400000000003,-24.150000000000013,-78.15599999999998,-34.913999999999994,-126.92800000000004,-97.09000000000005,3.0
498.0,-22.98400000000003,-24.150000000000013,-108.15599999999998,-34.913999999999994,-96.92800000000004,-87.09000000000005,3.0
518.0,-22.98400000000003,-4.150000000000013,-108.15599999999998,-24.913999999999994,-106.92800000000004,-87.09000000000005,3.0
518.0,-32.98400000000003,-4.150000000000013,-88.15599999999998,-34.913999999999994,-96.92800000000004,-87.09000000000005,3.0
528.0,-22.98400000000003,-24.150000000000013,-158.15599999999998,-104.91399999999999,-96.92800000000004,-87.09000000000005,3.0
538.0,-22.98400000000003,-4.150000000000013,-98.15599999999998,-44.913999999999994,-96.92800000000004,-87.09000000000005,3.0
538.0,-22.98400000000003,-4.150000000000013,-88.15599999999998,-44.913999999999994,-96.92800000000004,-87.09000000000005,3.0
538.0,-42.98400000000003,-4.150000000000013,-98.15599999999998,-64.91399999999999,-126.92800000000004,-107.09000000000005,3.0
538.0,-12.98400000000003,-34.15000000000001,-78.15599999999998,-44.913999999999994,-136.92800000000005,-127.09000000000005,3.0
548.0,17.01599999999997,-84.15,-28.155999999999977,-74.91399999999999,-16.92800000000004,-97.09000000000005,3.0
588.0,-22.98400000000003,5.849999999999987,-28.155999999999977,-64.91399999999999,-86.92800000000004,-17.090000000000046,3.0
618.0,-42.98400000000003,-4.150000000000013,21.844000000000023,5.086000000000006,-66.92800000000004,-57.090000000000046,3.0
608.0,-42.98400000000003,15.849999999999987,-38.15599999999998,-24.913999999999994,-46.92800000000004,-77.09000000000005,3.0
638.0,-72.98400000000004,-34.15000000000001,31.844000000000023,-84.91399999999999,-36.92800000000004,-77.09000000000005,3.0
598.0,-32.98400000000003,-34.15000000000001,-8.155999999999977,-44.913999999999994,-46.92800000000004,-97.09000000000005,3.0
588.0,-72.98400000000004,-124.15,-28.155999999999977,-54.913999999999994,-46.92800000000004,-97.09000000000005,3.0
548.0,-52.98400000000003,-94.15,-28.155999999999977,-64.91399999999999,-106.92800000000004,-97.09000000000005,3.0
548.0,-42.98400000000003,-64.15,-28.155999999999977,-74.91399999999999,-106.92800000000004,-97.09000000000005,3.0
598.0,-32.98400000000003,-34.15000000000001,-38.15599999999998,-4.913999999999994,-106.92800000000004,-97.09000000000005,3.0
588.0,-22.98400000000003,-34.15000000000001,-58.15599999999998,-64.91399999999999,-66.92800000000004,-27.090000000000046,3.0
578.0,-82.98400000000004,-64.15,-58.15599999999998,-4.913999999999994,-136.92800000000005,-27.090000000000046,3.0
588.0,-62.98400000000003,25.849999999999987,-58.15599999999998,-54.913999999999994,-106.92800000000004,-87.09000000000005,3.0
568.0,-72.98400000000004,15.849999999999987,-58.15599999999998,5.086000000000006,-106.92800000000004,-87.09000000000005,3.0
568.0,-82.98400000000004,-34.15000000000001,-88.15599999999998,25.086000000000006,-76.92800000000004,-107.09000000000005,3.0
578.0,-42.98400000000003,5.849999999999987,-108.15599999999998,-4.913999999999994,-96.92800000000004,-87.09000000000005,3.0
588.0,-52.98400000000003,-14.150000000000013,-38.15599999999998,-94.91399999999999,-126.92800000000004,-17.090000000000046,3.0
618.0,-92.98400000000004,15.849999999999987,-48.15599999999998,-114.91399999999999,-86.92800000000004,-67.09000000000005,3.0
628.0,-42.98400000000003,-24.150000000000013,-18.155999999999977,-64.91399999999999,-56.92800000000004,-107.09000000000005,3.0
608.0,-42.98400000000003,-4.150000000000013,1.8440000000000225,-54.913999999999994,-86.92800000000004,-127.09000000000005,3.0
608.0,-12.98400000000003,-4.150000000000013,-28.155999999999977,-54.913999999999994,-6.92800000000004,-87.09000000000005,3.0
598.0,-52.98400000000003,-24.150000000000013,-38.15599999999998,-74.91399999999999,-76.92800000000004,-67.09000000000005,3.0
618.0,-112.98400000000004,-84.15,-88.15599999999998,-34.913999999999994,-86.92800000000004,-127.09000000000005,3.0
548.0,-52.98400000000003,-64.15,-58.15599999999998,-54.913999999999994,-136.92800000000005,-157.09000000000003,3.0
568.0,-72.98400000000004,-44.15000000000001,-68.15599999999998,-44.913999999999994,-146.92800000000005,-77.09000000000005,3.0
538.0,-82.98400000000004,-104.15,-58.15599999999998,-44.913999999999994,-106.92800000000004,-97.09000000000005,3.0
568.0,-82.98400000000004,-44.15000000000001,-28.155999999999977,-24.913999999999994,-166.92800000000005,-87.09000000000005,3.0
618.0,-22.98400000000003,15.849999999999987,-38.15599999999998,-64.91399999999999,-96.92800000000004,-67.09000000000005,3.0
638.0,-32.98400000000003,-14.150000000000013,-18.155999999999977,-54.913999999999994,-66.92800000000004,-67.09000000000005,3.0
618.0,-22.98400000000003,-4.150000000000013,-48.15599999999998,15.086000000000006,-96.92800000000004,-67.09000000000005,3.0
548.0,-72.98400000000004,-24.150000000000013,-48.15599999999998,55.086000000000006,-96.92800000000004,-67.09000000000005,3.0
588.0,-12.98400000000003,-74.15,-78.15599999999998,25.086000000000006,-86.92800000000004,-37.090000000000046,3.0
558.0,-122.98400000000004,-34.15000000000001,-78.15599999999998,-4.913999999999994,-136.92800000000005,-77.09000000000005,3.0
598.0,-22.98400000000003,15.849999999999987,-18.155999999999977,-44.913999999999994,-66.92800000000004,-87.09000000000005,3.0
608.0,-62.98400000000003,-64.15,11.844000000000023,-74.91399999999999,-86.92800000000004,-57.090000000000046,3.0
578.0,-72.98400000000004,-54.15000000000001,-8.155999999999977,-44.913999999999994,-96.92800000000004,-67.09000000000005,3.0
598.0,-72.98400000000004,-104.15,-98.15599999999998,-44.913999999999994,-136.92800000000005,-127.09000000000005,3.0
598.0,-72.98400000000004,-64.15,-158.15599999999998,-44.913999999999994,-136.92800000000005,-97.09000000000005,3.0
598.0,-62.98400000000003,-104.15,-98.15599999999998,-44.913999999999994,-136.92800000000005,-97.09000000000005,3.0
598.0,-62.98400000000003,-124.15,-108.15599999999998,-64.91399999999999,-136.92800000000005,-97.09000000000005,3.0
588.0,-82.98400000000004,-94.15,-98.15599999999998,-54.913999999999994,-126.92800000000004,-77.09000000000005,3.0
588.0,-82.98400000000004,-114.15,-128.15599999999998,-54.913999999999994,-176.92800000000005,-87.09000000000005,3.0
578.0,-82.98400000000004,-124.15,-118.15599999999998,-54.913999999999994,-176.92800000000005,-67.09000000000005,3.0
598.0,-72.98400000000004,-104.15,-98.15599999999998,-44.913999999999994,-126.92800000000004,-77.09000000000005,3.0
578.0,-82.98400000000004,-114.15,-108.15599999999998,-44.913999999999994,-146.92800000000005,-77.09000000000005,3.0
588.0,-72.98400000000004,-104.15,-98.15599999999998,-54.913999999999994,-176.92800000000005,-87.09000000000005,3.0
578.0,-82.98400000000004,-104.15,-118.15599999999998,-54.913999999999994,-166.92800000000005,-97.09000000000005,3.0
578.0,-72.98400000000004,-84.15,-118.15599999999998,-74.91399999999999,-106.92800000000004,-77.09000000000005,3.0
608.0,-72.98400000000004,-94.15,-108.15599999999998,-64.91399999999999,-96.92800000000004,-87.09000000000005,3.0
588.0,-72.98400000000004,-94.15,-98.15599999999998,-64.91399999999999,-156.92800000000005,-77.09000000000005,3.0
